1, Arab Open University, Oman
2571, Indira Gandhi Agricultural University, India
2572, Indira Gandhi Institute of Development and Research, India
2573, Indira Gandhi Institute of Medical Sciences, India
2574, Indira Gandhi National Open University, India
2575, Indian Institute of Information Technology, India
2576, Indian Institute of Information Technology and Management - Kerala, India
2577, Indian Institute of Information Technology and Management - Gwalior, India
2578, Indraprastha Institute of Information Technology, Delhi, India
2579, International Institute of Information Technology, Pune, India
2580, International Institute of Information Technology, Bhubaneswar, India
2581, International Institute of Information Technology, Bangalore, India
2582, Indian Institute of Management, Tiruchirappalli, India
2583, Indian Institute of Information Technology, Guwahati, India
2584, Indian Institute of Information Technology, Vadodara, India
2585, Indian Institute of Information Technology, Kota, India
2586, International Institute for Population Sciences, India
2587, Indian Institute of Science, India
2588, Indian Institute of Technology, Bombay, India
2589, Indian Institute of Technology, Delhi, India
2590, Indian Institute of Technology, Gandhinagar, India
2591, Indian Institute of Technology, Guwahati, India
2592, Indian Institute of Technology, Hyderabad, India
2593, Indian Institute of Technology, Kanpur, India
2594, Indian Institute of Technology, Kharagpur, India
2595, Indian Institute of Technology, Madras, India
2596, Madras Institute of Technology, India
2597, Indian Institute of Technology, Roorkee, India
2598, Indian Institute of Technology, Patna, India
2599, Indian Institute of Technology, Indore, India
2600, Indian Institute of Technology, Jodhpur, India
2601, University of Music and Fine Arts, India
2602, Indian Law Institue, India
2603, Indus University, India
2604, Integral University, India
2605, Guru Gobind Singh Indraprastha University, India
2606, Indian School of Business Management and Administration, India
2607, Indian Statistical Institute, India
2608, Indian School of Mines (ISM), India
2609, Institute of Technology and Management, India
2610, Indian University, India
2611, Indian Veterinary Research Institute, India
2612, Jadavpur University, India
2613, First Global University to teaching Jainism, India
2614, Jamia Hamdard University, India
2615, University of Jammu, India
2616, Jaypee Institute of Information Technology, India
2617, Jiwaji University, India
2618, Jamia Millia Islamia University, India
2619, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
2620, Jawaharlal Nehru Agricultural University, India
2621, Jawaharlal Nehru Technological University, India
2622, Jawaharlal Nehru University, India
2623, Jaipur National University, India
2624, Jodhpur National University, India
2625, Jai Prakash University, India
2626, Rajasthan Vidyapeeth University, India
2627, Jain Vishva Bharati Institute, India
2628, Kalinga University, India
2629, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
2630, Kannada University, India
2631, Kannur University, India
2632, Chhatrapati Shahu Ji Maharaj University, India
2633, Kanpur University, India
2634, Karnataka State Open University, India
2635, Karpagam University, India
2636, Karunya Institute Of Technology ( Deemed University), India
2637, University of Kashmir, India
2638, Kerala Agricultural University, India
2639, University of Kerala, India
2640, Kohinoor School of Hospitality Management, India
2641, University of Kalyani, India
2642, Krishna University, India
2643, Kameshwar Singh Darbhanga Sanskrit University, India
2644, Karnataka State Law University, India
2645, Karnatak University, India
2646, Kerala University of Fisheries and Ocean Sciences, India
2647, Kurukshetra University, India
2648, Kumaraguru College of Technology, India
2649, Kumaun University, India
2650, Kuvempu University, India
2651, Kakatiya University, India
2652, L.D.College of Engineering, India
2653, Lakshmibai National Institute of Physical Education, India
2654, Lalit Narayan Mithila University, India
2655, University of Lucknow, India
2656, Mar Athanasios College for Advanced Studies, India
2657, Magadh University, India
2658, Mangalore University, India
2659, Manipal University, India
2660, Manipur University, India
2661, Moulana Azad national Urdu University, India
2662, Makanlal Chutur Vedi University, India
2663, Makhanlal Chaturvedi National University of Journalism and Communication, India
2664, Maharshi Dayanand Sarswati University Ajmer, India
2665, Maharishi Dayanand University, Rohtak (Haryana ), India
2666, Mahatma Gandhi Kashi Vidyapith, India
2667, Maharaja Ganga Singh University, Bikaner, India
2668, Mahatma Gandhi University, Kerala, India
2669, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
2670, Madurai Kamaraj University, India
2671, Marathwada Agricultural University, India
2672, Mohan Lal Sukhadia University, India
2673, Motilal Nehru National Institute Of Technology, India
2674, Madhya Pradesh Bhoj (Open) University, India
2675, Mahatma Phule Agricultural University, India
2676, Maharaja Sayajirao University of Baroda, India
2677, University of Mumbai, India
2678, Acharya Nagarjuna University, India
2679, Nagaland University, India
2680, Nagpur University, India
2681, Nalanda Open University, India
2682, National Museum Institute of History of Art, Conservation and Museology, India
2683, University of North Bengal, India
2684, National Dairy Research Institute, India
2685, Narendra Deva University of Agriculture and Technology, India
2686, North Eastern Hill University, India
2687, Hemchandracharay North Gujarat University, India
2688, National Institute of Mental Health and Neuro Sciences, India
2689, University of Petroleum and Energy Studies, India
2690, DAV Institute of Engineering & Technology, India
2691, Lovely Professional University, India
2692, Somaiya Vidyavihar, India
2693, NorthCap University, India
2694, Dharamsinh Desai University, India
2695, University of Health Sciences Andhra Pradesh, India
2696, Allahabad Agricultural Institute, Deemed University, India
2697, Assam Agricultural University, India
2698, Ahmedabad University, India
2699, All India Institute of Medical Sciences, India
2700, AISECT University, India
2701, Alagappa University, India
2702, Allahabad University, India
2703, Open International University for Alternative Medicines, India
2704, Indian Board of Alternative Medicine, India
2705, Amity University, India
2706, Amrita Vishwa Vidyapeetham (Deemed University), India
2707, Amravati University, India
2708, Aligarh Muslim University, India
2709, Andhra University, India
2710, Acharya Ranga Agricultural University, India
2711, Annamalai University, India
2712, Anna University of Technology, Tirunelveli, India
2713, Anna University, India
2714, Awadhesh Pratap Singh University, India
2715, ARYA Institute of Engineering & Technology, India
2716, Assam University, India
2717, Gujarat Ayurved University, India
2718, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
2719, Berhampur University, India
2720, Banasthali University, India
2721, Bankura University, India
2722, Birsa Agricultural University, India
2723, Babasaheb Bhimrao Ambedkar University, India
2724, Bidhan Chandra Agricultural University, India
2725, Bharathidasan University, India
2726, Bengal Engineering College, India
2727, Bangalore University, India
2728, Bhagwant University, India
2729, Bharathiar University, India
2730, Bharath Institue Of Higher Education & Research, India
2731, Bharati Vidyapeeth University, India
2732, Bhavnagar University, India
2733, Banaras Hindu University, India
2734, Orissa University of Agriculture and Technology, India
2735, Birla Institute of Technology, Ranchi, India
2736, Birla Institute of Technology and Science, India
2737, Bhupendra Narayan Mandal University, India
2738, Biju Pattnaik University of Technology, India
2739, B. R. Ambedkar Bihar University, India
2740, Dr. B.R. Ambedkar Open University, India
2741, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
2742, Dr. Bhim Rao Abdekar University, India
2743, B. S. Abdur Rahman University, India
2744, Barkatullah University, India
2745, VIT Bhopal, India
2746, Bundelkhand University, India
2747, University of Burdwan, India
2748, University of Calcutta, India
2749, Central Agricultural University, India
2750, Chaudhary Charan Singh University, India
2751, Ch. Charan Singh University, India
2752, Center for Entrepreneurship and Small Business Management, India
2753, Christ University, India
2754, Central Institute of English and Foreign Languages, India
2755, Central Institute of Fisheries Education, India
2756, Central Institute of Higher Tibetan Studies, India
2757, CMJ University, India
2758, Chandra Shekhar Azad University of Agriculture and Technology, India
2759, Cochin University of Science and Technology, India
2760, Dr. C.V. Raman University, India
2761, Dhirubhai Ambani Institute of Information and Communication Technology, India
2762, Darul Huda Islamic University, India
2763, Dav University, India
2764, Devi Ahilya University of Indore, India
2765, Dr. Babasaheb Ambedkar Technological University, India
2766, Konkan Agricultural University, India
2767, Tamil Nadu Agricultural University, India
2768, Delhi College of Engineering (DCE), India
2769, Deen Dayal Upadhyay Gorakhpur University, India
2770, Deccan College Postgraduate and Research Institute, India
2771, Dayalbagh Educational Institute, India
2772, Dibrugarh University, India
2773, Dravidian University, India
2774, University of Delhi, India
2775, Dr. D.Y. Patil University, India
2776, Eiilm University, India
2777, Fatima mata national college kollam kerala, India
2778, Forest Research Institute Dehradun, India
2779, Govind Ballabh Pant University of Agriculture and Technology, India
2780, Guru Ghasidas University, India
2781, Gokhale Institute of Politics and Economics, India
2782, Gandhi Institute of Technology and Managment, India
2783, Guru Jambeshwar University, India
2784, Gurukula Kangri University, India
2785, Guru Nanak Dev University, India
2786, Global Open University , Nagaland, India
2787, Gujarat Technological University Ahmedabad, India
2788, Gujarat University Ahmedabad, India
2789, Gulbarga University, India
2790, Gauhati University, India
2791, Gurukul University, India
2792, CCS Haryana Agricultural University, India
2793, Chaudhary Charan Singh Haryana Agricultural University, India
2794, Himachal Pradesh Agricultural University, India
2795, Hemwati Nandan Bahuguna Garhwal University, India
2796, Hidayatullah National Law University, Raipur, India
2797, Sri Ramachardra Medical College and Research Institute, India
2798, Himachal Pradesh University, India
2799, Indian Agricultural Research Institute, India
2800, IASE (Institute of Advanced Studies) Deemed University, India
2801, ICFAI University, India
2802, ICFAI University, Dehradun, India
2803, ICFAI University, Tripura, India
2804, ICFAI University, Sikkim, India
2805, ICFAI University, Mizoram, India
2806, ICFAI University, Meghalaya, India
2807, ICFAI University, Jharkhand, India
2808, ICFAI University, Nagaland, India
2809, ICFAI University, Jaipur, India
2810, ICFAI University, Raipur, India
2811, ICFAI University, Himachal Pradesh, India
2812, ICFAI University, Hyderabad, India
2813, Indira Gandhi Agricultural University, India
2814, Indira Gandhi Institute of Development and Research, India
2815, Indira Gandhi Institute of Medical Sciences, India
2816, Indira Gandhi National Open University, India
2817, Indian Institute of Information Technology, India
2818, Indian Institute of Information Technology and Management - Kerala, India
2819, Indian Institute of Information Technology and Management - Gwalior, India
2820, Indraprastha Institute of Information Technology, Delhi, India
2821, International Institute of Information Technology, Pune, India
2822, International Institute of Information Technology, Bhubaneswar, India
2823, International Institute of Information Technology, Bangalore, India
2824, Indian Institute of Management, Tiruchirappalli, India
2825, Indian Institute of Information Technology, Guwahati, India
2826, Indian Institute of Information Technology, Vadodara, India
2827, Indian Institute of Information Technology, Kota, India
2828, International Institute for Population Sciences, India
2829, Indian Institute of Science, India
2830, Indian Institute of Technology, Bombay, India
2831, Indian Institute of Technology, Delhi, India
2832, Indian Institute of Technology, Gandhinagar, India
2833, Indian Institute of Technology, Guwahati, India
2834, Indian Institute of Technology, Hyderabad, India
2835, Indian Institute of Technology, Kanpur, India
2836, Indian Institute of Technology, Kharagpur, India
2837, Indian Institute of Technology, Madras, India
2838, Madras Institute of Technology, India
2839, Indian Institute of Technology, Roorkee, India
2840, Indian Institute of Technology, Patna, India
2841, Indian Institute of Technology, Indore, India
2842, Indian Institute of Technology, Jodhpur, India
2843, University of Music and Fine Arts, India
2844, Indian Law Institue, India
2845, Indus University, India
2846, Integral University, India
2847, Guru Gobind Singh Indraprastha University, India
2848, Indian School of Business Management and Administration, India
2849, Indian Statistical Institute, India
2850, Indian School of Mines (ISM), India
2851, Institute of Technology and Management, India
2852, Indian University, India
2853, Indian Veterinary Research Institute, India
2854, Jadavpur University, India
2855, First Global University to teaching Jainism, India
2856, Jamia Hamdard University, India
2857, University of Jammu, India
2858, Jaypee Institute of Information Technology, India
2859, Jiwaji University, India
2860, Jamia Millia Islamia University, India
2861, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
2862, Jawaharlal Nehru Agricultural University, India
2863, Jawaharlal Nehru Technological University, India
2864, Jawaharlal Nehru University, India
2865, Jaipur National University, India
2866, Jodhpur National University, India
2867, Jai Prakash University, India
2868, Rajasthan Vidyapeeth University, India
2869, Jain Vishva Bharati Institute, India
2870, Kalinga University, India
2871, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
2872, Kannada University, India
2873, Kannur University, India
2874, Chhatrapati Shahu Ji Maharaj University, India
2875, Kanpur University, India
2876, Karnataka State Open University, India
2877, Karpagam University, India
2878, Karunya Institute Of Technology ( Deemed University), India
2879, University of Kashmir, India
2880, Kerala Agricultural University, India
2881, University of Kerala, India
2882, Kohinoor School of Hospitality Management, India
2883, University of Kalyani, India
2884, Krishna University, India
2885, Kameshwar Singh Darbhanga Sanskrit University, India
2886, Karnataka State Law University, India
2887, Karnatak University, India
2888, Kerala University of Fisheries and Ocean Sciences, India
2889, Kurukshetra University, India
2890, Kumaraguru College of Technology, India
2891, Kumaun University, India
2892, Kuvempu University, India
2893, Kakatiya University, India
2894, L.D.College of Engineering, India
2895, Lakshmibai National Institute of Physical Education, India
2896, Lalit Narayan Mithila University, India
2897, University of Lucknow, India
2898, Mar Athanasios College for Advanced Studies, India
2899, Magadh University, India
2900, Mangalore University, India
2901, Manipal University, India
2902, Manipur University, India
2903, Moulana Azad national Urdu University, India
2904, Makanlal Chutur Vedi University, India
2905, Makhanlal Chaturvedi National University of Journalism and Communication, India
2906, Maharshi Dayanand Sarswati University Ajmer, India
2907, Maharishi Dayanand University, Rohtak (Haryana ), India
2908, Mahatma Gandhi Kashi Vidyapith, India
2909, Maharaja Ganga Singh University, Bikaner, India
2910, Mahatma Gandhi University, Kerala, India
2911, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
2912, Madurai Kamaraj University, India
2913, Marathwada Agricultural University, India
2914, Mohan Lal Sukhadia University, India
2915, Motilal Nehru National Institute Of Technology, India
2916, Madhya Pradesh Bhoj (Open) University, India
2917, Mahatma Phule Agricultural University, India
2918, Maharaja Sayajirao University of Baroda, India
2919, University of Mumbai, India
2920, Acharya Nagarjuna University, India
2921, Nagaland University, India
2922, Nagpur University, India
2923, Nalanda Open University, India
2924, National Museum Institute of History of Art, Conservation and Museology, India
2925, University of North Bengal, India
2926, National Dairy Research Institute, India
2927, Narendra Deva University of Agriculture and Technology, India
2928, North Eastern Hill University, India
2929, Hemchandracharay North Gujarat University, India
2930, National Institute of Mental Health and Neuro Sciences, India
2931, University of Petroleum and Energy Studies, India
2932, DAV Institute of Engineering & Technology, India
2933, Lovely Professional University, India
2934, Somaiya Vidyavihar, India
2935, NorthCap University, India
2936, Dharamsinh Desai University, India
2937, University of Health Sciences Andhra Pradesh, India
2938, Allahabad Agricultural Institute, Deemed University, India
2939, Assam Agricultural University, India
2940, Ahmedabad University, India
2941, All India Institute of Medical Sciences, India
2942, AISECT University, India
2943, Alagappa University, India
2944, Allahabad University, India
2945, Open International University for Alternative Medicines, India
2946, Indian Board of Alternative Medicine, India
2947, Amity University, India
2948, Amrita Vishwa Vidyapeetham (Deemed University), India
2949, Amravati University, India
2950, Aligarh Muslim University, India
2951, Andhra University, India
2952, Acharya Ranga Agricultural University, India
2953, Annamalai University, India
2954, Anna University of Technology, Tirunelveli, India
2955, Anna University, India
2956, Awadhesh Pratap Singh University, India
2957, ARYA Institute of Engineering & Technology, India
2958, Assam University, India
2959, Gujarat Ayurved University, India
2960, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
2961, Berhampur University, India
2962, Banasthali University, India
2963, Bankura University, India
2964, Birsa Agricultural University, India
2965, Babasaheb Bhimrao Ambedkar University, India
2966, Bidhan Chandra Agricultural University, India
2967, Bharathidasan University, India
2968, Bengal Engineering College, India
2969, Bangalore University, India
2970, Bhagwant University, India
2971, Bharathiar University, India
2972, Bharath Institue Of Higher Education & Research, India
2973, Bharati Vidyapeeth University, India
2974, Bhavnagar University, India
2975, Banaras Hindu University, India
2976, Orissa University of Agriculture and Technology, India
2977, Birla Institute of Technology, Ranchi, India
2978, Birla Institute of Technology and Science, India
2979, Bhupendra Narayan Mandal University, India
2980, Biju Pattnaik University of Technology, India
2981, B. R. Ambedkar Bihar University, India
2982, Dr. B.R. Ambedkar Open University, India
2983, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
2984, Dr. Bhim Rao Abdekar University, India
2985, B. S. Abdur Rahman University, India
2986, Barkatullah University, India
2987, VIT Bhopal, India
2988, Bundelkhand University, India
2989, University of Burdwan, India
2990, University of Calcutta, India
2991, Central Agricultural University, India
2992, Chaudhary Charan Singh University, India
2993, Ch. Charan Singh University, India
2994, Center for Entrepreneurship and Small Business Management, India
2995, Christ University, India
2996, Central Institute of English and Foreign Languages, India
2997, Central Institute of Fisheries Education, India
2998, Central Institute of Higher Tibetan Studies, India
2999, CMJ University, India
3000, Chandra Shekhar Azad University of Agriculture and Technology, India
3001, Cochin University of Science and Technology, India
3002, Dr. C.V. Raman University, India
3003, Dhirubhai Ambani Institute of Information and Communication Technology, India
3004, Darul Huda Islamic University, India
3005, Dav University, India
3006, Devi Ahilya University of Indore, India
3007, Dr. Babasaheb Ambedkar Technological University, India
3008, Konkan Agricultural University, India
3009, Tamil Nadu Agricultural University, India
3010, Delhi College of Engineering (DCE), India
3011, Deen Dayal Upadhyay Gorakhpur University, India
3012, Deccan College Postgraduate and Research Institute, India
3013, Dayalbagh Educational Institute, India
3014, Dibrugarh University, India
3015, Dravidian University, India
3016, University of Delhi, India
3017, Dr. D.Y. Patil University, India
3018, Eiilm University, India
3019, Fatima mata national college kollam kerala, India
3020, Forest Research Institute Dehradun, India
3021, Govind Ballabh Pant University of Agriculture and Technology, India
3022, Guru Ghasidas University, India
3023, Gokhale Institute of Politics and Economics, India
3024, Gandhi Institute of Technology and Managment, India
3025, Guru Jambeshwar University, India
3026, Gurukula Kangri University, India
3027, Guru Nanak Dev University, India
3028, Global Open University , Nagaland, India
3029, Gujarat Technological University Ahmedabad, India
3030, Gujarat University Ahmedabad, India
3031, Gulbarga University, India
3032, Gauhati University, India
3033, Gurukul University, India
3034, CCS Haryana Agricultural University, India
3035, Chaudhary Charan Singh Haryana Agricultural University, India
3036, Himachal Pradesh Agricultural University, India
3037, Hemwati Nandan Bahuguna Garhwal University, India
3038, Hidayatullah National Law University, Raipur, India
3039, Sri Ramachardra Medical College and Research Institute, India
3040, Himachal Pradesh University, India
3041, Indian Agricultural Research Institute, India
3042, IASE (Institute of Advanced Studies) Deemed University, India
3043, ICFAI University, India
3044, ICFAI University, Dehradun, India
3045, ICFAI University, Tripura, India
3046, ICFAI University, Sikkim, India
3047, ICFAI University, Mizoram, India
3048, ICFAI University, Meghalaya, India
3049, ICFAI University, Jharkhand, India
3050, ICFAI University, Nagaland, India
3051, ICFAI University, Jaipur, India
3052, ICFAI University, Raipur, India
3053, ICFAI University, Himachal Pradesh, India
3054, ICFAI University, Hyderabad, India
3055, Indira Gandhi Agricultural University, India
3056, Indira Gandhi Institute of Development and Research, India
3057, Indira Gandhi Institute of Medical Sciences, India
3058, Indira Gandhi National Open University, India
3059, Indian Institute of Information Technology, India
3060, Indian Institute of Information Technology and Management - Kerala, India
3061, Indian Institute of Information Technology and Management - Gwalior, India
3062, Indraprastha Institute of Information Technology, Delhi, India
3063, International Institute of Information Technology, Pune, India
3064, International Institute of Information Technology, Bhubaneswar, India
3065, International Institute of Information Technology, Bangalore, India
3066, Indian Institute of Management, Tiruchirappalli, India
3067, Indian Institute of Information Technology, Guwahati, India
3068, Indian Institute of Information Technology, Vadodara, India
3069, Indian Institute of Information Technology, Kota, India
3070, International Institute for Population Sciences, India
3071, Indian Institute of Science, India
3072, Indian Institute of Technology, Bombay, India
3073, Indian Institute of Technology, Delhi, India
3074, Indian Institute of Technology, Gandhinagar, India
3075, Indian Institute of Technology, Guwahati, India
3076, Indian Institute of Technology, Hyderabad, India
3077, Indian Institute of Technology, Kanpur, India
3078, Indian Institute of Technology, Kharagpur, India
3079, Indian Institute of Technology, Madras, India
3080, Madras Institute of Technology, India
3081, Indian Institute of Technology, Roorkee, India
3082, Indian Institute of Technology, Patna, India
3083, Indian Institute of Technology, Indore, India
3084, Indian Institute of Technology, Jodhpur, India
3085, University of Music and Fine Arts, India
3086, Indian Law Institue, India
3087, Indus University, India
3088, Integral University, India
3089, Guru Gobind Singh Indraprastha University, India
3090, Indian School of Business Management and Administration, India
3091, Indian Statistical Institute, India
3092, Indian School of Mines (ISM), India
3093, Institute of Technology and Management, India
3094, Indian University, India
3095, Indian Veterinary Research Institute, India
3096, Jadavpur University, India
3097, First Global University to teaching Jainism, India
3098, Jamia Hamdard University, India
3099, University of Jammu, India
3100, Jaypee Institute of Information Technology, India
3101, Jiwaji University, India
3102, Jamia Millia Islamia University, India
3103, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
3104, Jawaharlal Nehru Agricultural University, India
3105, Jawaharlal Nehru Technological University, India
3106, Jawaharlal Nehru University, India
3107, Jaipur National University, India
3108, Jodhpur National University, India
3109, Jai Prakash University, India
3110, Rajasthan Vidyapeeth University, India
3111, Jain Vishva Bharati Institute, India
3112, Kalinga University, India
3113, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
3114, Kannada University, India
3115, Kannur University, India
3116, Chhatrapati Shahu Ji Maharaj University, India
3117, Kanpur University, India
3118, Karnataka State Open University, India
3119, Karpagam University, India
3120, Karunya Institute Of Technology ( Deemed University), India
3121, University of Kashmir, India
3122, Kerala Agricultural University, India
3123, University of Kerala, India
3124, Kohinoor School of Hospitality Management, India
3125, University of Kalyani, India
3126, Krishna University, India
3127, Kameshwar Singh Darbhanga Sanskrit University, India
3128, Karnataka State Law University, India
3129, Karnatak University, India
3130, Kerala University of Fisheries and Ocean Sciences, India
3131, Kurukshetra University, India
3132, Kumaraguru College of Technology, India
3133, Kumaun University, India
3134, Kuvempu University, India
3135, Kakatiya University, India
3136, L.D.College of Engineering, India
3137, Lakshmibai National Institute of Physical Education, India
3138, Lalit Narayan Mithila University, India
3139, University of Lucknow, India
3140, Mar Athanasios College for Advanced Studies, India
3141, Magadh University, India
3142, Mangalore University, India
3143, Manipal University, India
3144, Manipur University, India
3145, Moulana Azad national Urdu University, India
3146, Makanlal Chutur Vedi University, India
3147, Makhanlal Chaturvedi National University of Journalism and Communication, India
3148, Maharshi Dayanand Sarswati University Ajmer, India
3149, Maharishi Dayanand University, Rohtak (Haryana ), India
3150, Mahatma Gandhi Kashi Vidyapith, India
3151, Maharaja Ganga Singh University, Bikaner, India
3152, Mahatma Gandhi University, Kerala, India
3153, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
3154, Madurai Kamaraj University, India
3155, Marathwada Agricultural University, India
3156, Mohan Lal Sukhadia University, India
3157, Motilal Nehru National Institute Of Technology, India
3158, Madhya Pradesh Bhoj (Open) University, India
3159, Mahatma Phule Agricultural University, India
3160, Maharaja Sayajirao University of Baroda, India
3161, University of Mumbai, India
3162, Acharya Nagarjuna University, India
3163, Nagaland University, India
3164, Nagpur University, India
3165, Nalanda Open University, India
3166, National Museum Institute of History of Art, Conservation and Museology, India
3167, University of North Bengal, India
3168, National Dairy Research Institute, India
3169, Narendra Deva University of Agriculture and Technology, India
3170, North Eastern Hill University, India
3171, Hemchandracharay North Gujarat University, India
3172, National Institute of Mental Health and Neuro Sciences, India
3173, University of Petroleum and Energy Studies, India
3174, DAV Institute of Engineering & Technology, India
3175, Lovely Professional University, India
3176, Somaiya Vidyavihar, India
3177, NorthCap University, India
3178, Dharamsinh Desai University, India
3179, University of Health Sciences Andhra Pradesh, India
3180, Allahabad Agricultural Institute, Deemed University, India
3181, Assam Agricultural University, India
3182, Ahmedabad University, India
3183, All India Institute of Medical Sciences, India
3184, AISECT University, India
3185, Alagappa University, India
3186, Allahabad University, India
3187, Open International University for Alternative Medicines, India
3188, Indian Board of Alternative Medicine, India
3189, Amity University, India
3190, Amrita Vishwa Vidyapeetham (Deemed University), India
3191, Amravati University, India
3192, Aligarh Muslim University, India
3193, Andhra University, India
3194, Acharya Ranga Agricultural University, India
3195, Annamalai University, India
3196, Anna University of Technology, Tirunelveli, India
3197, Anna University, India
3198, Awadhesh Pratap Singh University, India
3199, ARYA Institute of Engineering & Technology, India
3200, Assam University, India
3201, Gujarat Ayurved University, India
3202, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
3203, Berhampur University, India
3204, Banasthali University, India
3205, Bankura University, India
3206, Birsa Agricultural University, India
3207, Babasaheb Bhimrao Ambedkar University, India
3208, Bidhan Chandra Agricultural University, India
3209, Bharathidasan University, India
3210, Bengal Engineering College, India
3211, Bangalore University, India
3212, Bhagwant University, India
3213, Bharathiar University, India
3214, Bharath Institue Of Higher Education & Research, India
3215, Bharati Vidyapeeth University, India
3216, Bhavnagar University, India
3217, Banaras Hindu University, India
3218, Orissa University of Agriculture and Technology, India
3219, Birla Institute of Technology, Ranchi, India
3220, Birla Institute of Technology and Science, India
3221, Bhupendra Narayan Mandal University, India
3222, Biju Pattnaik University of Technology, India
3223, B. R. Ambedkar Bihar University, India
3224, Dr. B.R. Ambedkar Open University, India
3225, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
3226, Dr. Bhim Rao Abdekar University, India
3227, B. S. Abdur Rahman University, India
3228, Barkatullah University, India
3229, VIT Bhopal, India
3230, Bundelkhand University, India
3231, University of Burdwan, India
3232, University of Calcutta, India
3233, Central Agricultural University, India
3234, Chaudhary Charan Singh University, India
3235, Ch. Charan Singh University, India
3236, Center for Entrepreneurship and Small Business Management, India
3237, Christ University, India
3238, Central Institute of English and Foreign Languages, India
3239, Central Institute of Fisheries Education, India
3240, Central Institute of Higher Tibetan Studies, India
3241, CMJ University, India
3242, Chandra Shekhar Azad University of Agriculture and Technology, India
3243, Cochin University of Science and Technology, India
3244, Dr. C.V. Raman University, India
3245, Dhirubhai Ambani Institute of Information and Communication Technology, India
3246, Darul Huda Islamic University, India
3247, Dav University, India
3248, Devi Ahilya University of Indore, India
3249, Dr. Babasaheb Ambedkar Technological University, India
3250, Konkan Agricultural University, India
3251, Tamil Nadu Agricultural University, India
3252, Delhi College of Engineering (DCE), India
3253, Deen Dayal Upadhyay Gorakhpur University, India
3254, Deccan College Postgraduate and Research Institute, India
3255, Dayalbagh Educational Institute, India
3256, Dibrugarh University, India
3257, Dravidian University, India
3258, University of Delhi, India
3259, Dr. D.Y. Patil University, India
3260, Eiilm University, India
3261, Fatima mata national college kollam kerala, India
3262, Forest Research Institute Dehradun, India
3263, Govind Ballabh Pant University of Agriculture and Technology, India
3264, Guru Ghasidas University, India
3265, Gokhale Institute of Politics and Economics, India
3266, Gandhi Institute of Technology and Managment, India
3267, Guru Jambeshwar University, India
3268, Gurukula Kangri University, India
3269, Guru Nanak Dev University, India
3270, Global Open University , Nagaland, India
3271, Gujarat Technological University Ahmedabad, India
3272, Gujarat University Ahmedabad, India
3273, Gulbarga University, India
3274, Gauhati University, India
3275, Gurukul University, India
3276, CCS Haryana Agricultural University, India
3277, Chaudhary Charan Singh Haryana Agricultural University, India
3278, Himachal Pradesh Agricultural University, India
3279, Hemwati Nandan Bahuguna Garhwal University, India
3280, Hidayatullah National Law University, Raipur, India
3281, Sri Ramachardra Medical College and Research Institute, India
3282, Himachal Pradesh University, India
3283, Indian Agricultural Research Institute, India
3284, IASE (Institute of Advanced Studies) Deemed University, India
3285, ICFAI University, India
3286, ICFAI University, Dehradun, India
3287, ICFAI University, Tripura, India
3288, ICFAI University, Sikkim, India
3289, ICFAI University, Mizoram, India
3290, ICFAI University, Meghalaya, India
3291, ICFAI University, Jharkhand, India
3292, ICFAI University, Nagaland, India
3293, ICFAI University, Jaipur, India
3294, ICFAI University, Raipur, India
3295, ICFAI University, Himachal Pradesh, India
3296, ICFAI University, Hyderabad, India
3297, Indira Gandhi Agricultural University, India
3298, Indira Gandhi Institute of Development and Research, India
3299, Indira Gandhi Institute of Medical Sciences, India
3300, Indira Gandhi National Open University, India
3301, Indian Institute of Information Technology, India
3302, Indian Institute of Information Technology and Management - Kerala, India
3303, Indian Institute of Information Technology and Management - Gwalior, India
3304, Indraprastha Institute of Information Technology, Delhi, India
3305, International Institute of Information Technology, Pune, India
3306, International Institute of Information Technology, Bhubaneswar, India
3307, International Institute of Information Technology, Bangalore, India
3308, Indian Institute of Management, Tiruchirappalli, India
3309, Indian Institute of Information Technology, Guwahati, India
3310, Indian Institute of Information Technology, Vadodara, India
3311, Indian Institute of Information Technology, Kota, India
3312, International Institute for Population Sciences, India
3313, Indian Institute of Science, India
3314, Indian Institute of Technology, Bombay, India
3315, Indian Institute of Technology, Delhi, India
3316, Indian Institute of Technology, Gandhinagar, India
3317, Indian Institute of Technology, Guwahati, India
3318, Indian Institute of Technology, Hyderabad, India
3319, Indian Institute of Technology, Kanpur, India
3320, Indian Institute of Technology, Kharagpur, India
